trial_id,K_true,noise_sd,method,K_selected,ARI,cent_rmse,cov_err,elapsed_sec
1,2,0,kmeans_sil,3,1,NaN,NaN,3.467814
1,2,0,vb_elbo,4,0.925075040034963,2.19853174095533,79.4038246428833,5.822667
1,2,0,vb_icl,4,0.925075040034963,2.19853174095533,79.4038246428833,0
1,2,0,vb_pred,1,0,3.46208113531837,237.072466394202,13.471215
2,2,0,kmeans_sil,2,0.943096037181928,0.146686028350543,12.8120372455487,2.946027
2,2,0,vb_elbo,3,0.990680743972534,2.68524441234157,74.1019848011484,4.592699
2,2,0,vb_icl,3,0.990680743972534,2.68524441234157,74.1019848011484,0
2,2,0,vb_pred,1,0,3.1706085353188,274.760421547509,10.459604
3,2,0,kmeans_sil,3,1,NaN,NaN,2.778353
3,2,0,vb_elbo,4,0.990966040231952,3.03882279838375,73.8996393802434,5.359427
3,2,0,vb_icl,4,0.990966040231952,3.03882279838375,73.8996393802434,0
3,2,0,vb_pred,1,0,2.91068876090319,233.426293204301,10.370766
4,2,0,kmeans_sil,7,0.998694965783021,NaN,NaN,3.031871
4,2,0,vb_elbo,3,0.981878358610835,3.02471027308725,4.07694684903264,12.376068
4,2,0,vb_icl,5,0.951048516762213,3.04593561440659,67.6273672246351,0
4,2,0,vb_pred,1,0,2.70505357229541,181.935144696854,13.764757
5,2,0,kmeans_sil,5,0.999261055137617,NaN,NaN,2.548931
5,2,0,vb_elbo,4,0.995339915329704,2.92088878085319,88.5007580058548,5.33394
5,2,0,vb_icl,4,0.995339915329704,2.92088878085319,88.5007580058548,0
5,2,0,vb_pred,1,0,2.93042241926348,171.387473405079,13.041193
6,3,0,kmeans_sil,4,0.990944683920283,NaN,NaN,3.350471
6,3,0,vb_elbo,4,0.978039113314547,2.10295511782126,50.4172562850401,6.350406
6,3,0,vb_icl,4,0.978039113314547,2.10295511782126,50.4172562850401,0
6,3,0,vb_pred,1,0,3.29534443156253,224.536806275848,11.773958
7,3,0,kmeans_sil,4,0.9983054563977,NaN,NaN,5.148143
7,3,0,vb_elbo,4,0.993488489309515,2.05773426488131,3.1887451600672,3.805371
7,3,0,vb_icl,4,0.993488489309515,2.05773426488131,3.1887451600672,0
7,3,0,vb_pred,2,0.503846697358894,2.18896161432559,118.782384406566,21.877078
8,3,0,kmeans_sil,4,0.998408286328887,NaN,NaN,4.249953
8,3,0,vb_elbo,4,0.998408286328887,2.06588149257036,45.2586018103159,5.274577
8,3,0,vb_icl,4,0.998408286328887,2.06588149257036,45.2586018103159,0
8,3,0,vb_pred,1,0,3.91543216246107,235.565019587845,8.542007
9,3,0,kmeans_sil,6,0.997236892049049,NaN,NaN,5.684969
9,3,0,vb_elbo,4,1,3.71110836110024,41.5827517192518,4.171285
9,3,0,vb_icl,4,1,3.71110836110024,41.5827517192518,0
9,3,0,vb_pred,1,0,3.08455222964006,196.152942267716,16.203841
10,3,0,kmeans_sil,8,0.998394357735294,NaN,NaN,6.934589
10,3,0,vb_elbo,4,0.994732725100767,2.11879972443794,45.7495993208233,3.573399
10,3,0,vb_icl,4,0.994732725100767,2.11879972443794,45.7495993208233,0
10,3,0,vb_pred,3,0.955148375849379,0.15235499681753,11.6978817726489,16.818558
11,4,0,kmeans_sil,6,0.993712783597624,NaN,NaN,9.544391
11,4,0,vb_elbo,5,1,1.76636192076594,1.75362324422648,4.120461
11,4,0,vb_icl,5,1,1.76636192076594,1.75362324422648,0
11,4,0,vb_pred,4,0.74271406373074,2.58776319307776,68.9960707637754,17.018016
12,4,0,kmeans_sil,5,0.998736737104262,NaN,NaN,9.609838
12,4,0,vb_elbo,5,1,1.80221020243305,1.69968181190283,3.861278
12,4,0,vb_icl,5,1,1.80221020243305,1.69968181190283,0
12,4,0,vb_pred,11,0.971931258208422,2.35940409272934,38.8353857438024,14.70111
13,4,0,kmeans_sil,7,0.996454553752568,NaN,NaN,8.04063
13,4,0,vb_elbo,5,1,1.80207510376957,30.4202250773896,3.957117
13,4,0,vb_icl,5,1,1.80207510376957,30.4202250773896,0
13,4,0,vb_pred,5,0.978344660695513,2.03545072759565,7.82390616352492,14.008177
14,4,0,kmeans_sil,8,0.995672180254155,NaN,NaN,7.694274
14,4,0,vb_elbo,5,0.998978209432847,1.87655576149703,2.42399692455897,3.769338
14,4,0,vb_icl,5,0.998978209432847,1.87655576149703,2.42399692455897,0
14,4,0,vb_pred,9,0.995595035867835,1.95666245144452,33.3872064757298,15.61016
15,4,0,kmeans_sil,9,0.995491018802571,NaN,NaN,6.196665
15,4,0,vb_elbo,5,0.980967470760438,1.59429527208177,37.8880051081786,3.397275
15,4,0,vb_icl,5,0.980967470760438,1.59429527208177,37.8880051081786,0
15,4,0,vb_pred,9,0.97442129132421,1.86315110225349,7.8829223752913,16.946071
16,5,0,kmeans_sil,9,0.995125583717444,NaN,NaN,14.34071
16,5,0,vb_elbo,6,1,2.69358902466842,23.0248273794976,2.120943
16,5,0,vb_icl,6,1,2.69358902466842,23.0248273794976,0
16,5,0,vb_pred,12,0.959954467600684,0.194879879851489,9.60332241607624,13.872427
17,5,0,kmeans_sil,9,0.996466707436364,NaN,NaN,9.590088
17,5,0,vb_elbo,6,1,1.52893624978606,23.8632604473668,3.574247
17,5,0,vb_icl,6,1,4.17827020882327,24.316599268606,0
17,5,0,vb_pred,9,1,1.52893624978606,23.8632604473668,14.967761
18,5,0,kmeans_sil,6,1,NaN,NaN,7.882579
18,5,0,vb_elbo,6,1,2.17524275424388,24.4062610748552,3.701626
18,5,0,vb_icl,6,1,2.17524275424388,24.4062610748552,0
18,5,0,vb_pred,8,0.996990486583072,1.96262386582224,3.22536473827396,14.592112
19,5,0,kmeans_sil,8,0.992575445013321,NaN,NaN,7.706603
19,5,0,vb_elbo,6,0.979022111300016,1.71654053621982,33.4473490521686,3.676505
19,5,0,vb_icl,5,0.968683020436145,0.267656065225894,10.6932785614612,0
19,5,0,vb_pred,11,0.970639792478131,0.276332483849979,13.6366124209002,13.643561
20,5,0,kmeans_sil,7,0.989438142062729,NaN,NaN,9.736674
20,5,0,vb_elbo,6,1,1.36196623483489,1.44708136747614,2.984596
20,5,0,vb_icl,6,1,1.36196623483489,1.44708136747614,0
20,5,0,vb_pred,11,1,1.36196623483489,23.9978208218746,13.308244
21,6,0,kmeans_sil,9,0.996532385857998,NaN,NaN,15.896955
21,6,0,vb_elbo,7,1,1.84397910075571,19.3037162009336,2.593503
21,6,0,vb_icl,7,1,1.84397910075571,19.3037162009336,0
21,6,0,vb_pred,11,1,1.57788342118043,19.5093937926903,10.832934
22,6,0,kmeans_sil,9,0.995365319948272,NaN,NaN,12.387463
22,6,0,vb_elbo,7,1,1.50812035898668,2.10111400033914,2.43341
22,6,0,vb_icl,7,1,1.50812035898668,2.10111400033914,0
22,6,0,vb_pred,12,1,1.50812035898668,20.694907094254,10.772702
23,6,0,kmeans_sil,10,0.997010382220077,NaN,NaN,14.648017
23,6,0,vb_elbo,7,1,1.56895769695993,1.83590087100019,2.171255
23,6,0,vb_icl,7,1,1.56895769695993,1.83590087100019,0
23,6,0,vb_pred,12,1,3.97667446946912,19.4053849461659,11.171778
24,6,0,kmeans_sil,10,0.993537927609673,NaN,NaN,14.172736
24,6,0,vb_elbo,7,1,1.53473288534439,19.8794819979809,2.281352
24,6,0,vb_icl,7,1,1.53473288534439,19.8794819979809,0
24,6,0,vb_pred,9,0.963018552151273,0.182288707593459,10.6590377917302,12.048976
25,6,0,kmeans_sil,8,0.996004302200255,NaN,NaN,14.125144
25,6,0,vb_elbo,7,1,3.88384131170528,20.2545391290466,2.179613
25,6,0,vb_icl,7,1,1.51594992966899,1.9003614364569,0
25,6,0,vb_pred,12,0.957043148615238,0.206669970423909,9.29105763122357,10.978812
26,7,0,kmeans_sil,10,0.994430673079589,NaN,NaN,15.986436
26,7,0,vb_elbo,8,1,2.2696697822023,16.9200788109413,2.662024
26,7,0,vb_icl,8,1,2.2696697822023,16.9200788109413,0
26,7,0,vb_pred,12,1,2.40548478194632,17.0328747950726,7.025896
27,7,0,kmeans_sil,10,0.993965167102629,NaN,NaN,14.206934
27,7,0,vb_elbo,8,1,1.56766203176245,16.9134206866042,2.791273
27,7,0,vb_icl,8,1,1.56766203176245,16.9134206866042,0
27,7,0,vb_pred,12,0.970062398554984,0.298074792555345,11.9763933284652,12.0244
28,7,0,kmeans_sil,9,0.991377527823245,NaN,NaN,15.020848
28,7,0,vb_elbo,8,1,1.34339321734718,16.5360140199986,3.518069
28,7,0,vb_icl,8,1,1.34339321734718,16.5360140199986,0
28,7,0,vb_pred,8,0.961717548710141,0.172031986241186,8.9046800038935,9.220643
29,7,0,kmeans_sil,10,0.994613482212329,NaN,NaN,15.444741
29,7,0,vb_elbo,8,1,1.74843540383203,16.1941824743721,3.331765
29,7,0,vb_icl,8,1,1.74843540383203,16.1941824743721,0
29,7,0,vb_pred,11,0.982074865255912,0.481805721738178,14.000147488139,8.27949
30,7,0,kmeans_sil,10,0.992928069175358,NaN,NaN,14.77988
30,7,0,vb_elbo,7,0.87867243894796,2.08632796183138,39.2498887429642,3.379256
30,7,0,vb_icl,7,0.87867243894796,2.08632796183138,39.2498887429642,0
30,7,0,vb_pred,11,0.966841157991922,0.262822800497489,11.0667189095628,11.95263
31,8,0,kmeans_sil,10,0.990800375427068,NaN,NaN,18.872628
31,8,0,vb_elbo,8,0.84449377882745,1.79941639475564,34.0190331069018,3.528407
31,8,0,vb_icl,8,0.84449377882745,1.79941639475564,34.0190331069018,0
31,8,0,vb_pred,11,0.961722363829815,0.165950644672262,10.4395720670206,7.486965
32,8,0,kmeans_sil,10,0.993500251237309,NaN,NaN,17.041889
32,8,0,vb_elbo,9,1,1.35753536432165,15.1080735205692,2.694128
32,8,0,vb_icl,9,1,1.35753536432165,15.1080735205692,0
32,8,0,vb_pred,11,0.96609176675761,0.21786582416674,11.488384880219,8.946885
33,8,0,kmeans_sil,10,0.993973278805681,NaN,NaN,18.002083
33,8,0,vb_elbo,9,1,1.57012545732943,14.4252841516903,5.570906
33,8,0,vb_icl,9,1,1.56742359088494,14.3788480811783,0
33,8,0,vb_pred,10,0.865049016814076,1.58828243384082,20.9066203071882,6.319204
34,8,0,kmeans_sil,10,0.995569653040336,NaN,NaN,17.509533
34,8,0,vb_elbo,7,0.8521351218731,1.10193682175479,44.8474485224811,2.957879
