trial_id,K_true,noise_sd,method,K_selected,ARI,cent_rmse,cov_err,elapsed_sec
23,7,0.01,vb_elbo,7,0.96243874563788,0.0299802462696173,1.20946534467305,107.543257
23,7,0.01,vb_icl,7,0.96243874563788,0.0299802462696173,1.20946534467305,0
23,7,0.01,vb_pred,11,1,1.99019305249866,1.20946534467306,305.3649
24,7,0.01,kmeans_sil,10,0.986762121702257,NaN,NaN,62.600421
24,7,0.01,vb_elbo,7,0.943135916080213,0.0257141617479325,1.16838536566664,70.411274
24,7,0.01,vb_icl,7,0.943135916080213,0.0257141617479325,1.16838536566664,0
24,7,0.01,vb_pred,9,0.940377233906693,0.0257141617479325,1.16838536566664,136.105418
25,7,0.01,kmeans_sil,10,0.987542661410282,NaN,NaN,93.42549
25,7,0.01,vb_elbo,7,0.936131955717223,0.0262435754134909,0.791700632125735,105.751036
25,7,0.01,vb_icl,7,0.936131955717223,0.0262435754134909,0.791700632125735,0
25,7,0.01,vb_pred,12,1,1.3874232439593,14.5068046510754,111.630393
26,8,0.01,kmeans_sil,10,0.990055553524317,NaN,NaN,88.071829
26,8,0.01,vb_elbo,6,0.806036504928266,1.07848717219704,40.1207474827388,88.81883
26,8,0.01,vb_icl,6,0.806036504928266,1.07848717219704,40.1207474827388,0
26,8,0.01,vb_pred,12,1,1.2493696538484,13.1158023387563,192.197619
27,8,0.01,kmeans_sil,10,0.990338224203388,NaN,NaN,128.714925
27,8,0.01,vb_elbo,8,0.939665581970624,0.02932441442913,1.00905035392185,122.064859
27,8,0.01,vb_icl,8,0.935344020519739,0.02932441442913,1.00905035392185,0
27,8,0.01,vb_pred,10,0.948404761007757,0.02932441442913,1.00905035392185,111.18963
28,8,0.01,kmeans_sil,10,0.989382208059231,NaN,NaN,104.371073
28,8,0.01,vb_elbo,7,0.889215259769259,0.529348543661369,15.7629182414765,132.823693
28,8,0.01,vb_icl,7,0.889215259769259,0.529348543661369,15.7629182414765,0
28,8,0.01,vb_pred,10,1,1.83832367386574,13.0457909309336,96.729932
29,8,0.01,kmeans_sil,10,0.989691769831412,NaN,NaN,116.308722
29,8,0.01,vb_elbo,7,0.91269503811422,0.707983789364939,18.6974547659556,134.888029
29,8,0.01,vb_icl,7,0.91269503811422,0.707983789364939,18.6974547659556,0
29,8,0.01,vb_pred,12,1,1.28233769904258,0.878745635019063,156.53744
30,8,0.01,kmeans_sil,10,0.991170967584092,NaN,NaN,71.992044
30,8,0.01,vb_elbo,8,0.964798919889864,0.0341629508451866,1.48068273487908,123.570551
30,8,0.01,vb_icl,8,0.951569354103177,0.0341629508451866,1.48068273487908,0
30,8,0.01,vb_pred,10,0.940090921454175,0.0341629508451866,1.48068273487908,96.767281
31,9,0.01,kmeans_sil,10,0.991667245821555,NaN,NaN,118.667436
